food_name,serving_desc,serving_size,serving_size_unit
"Pizza, cheese, whole wheat thick crust",1 surface inch,6.9,g
"Pizza, with meat, whole wheat thin crust","1 piece, NFS",124,g
"Pizza, with meat, whole wheat thin crust","1 piece, small pizza",86,g
"Pizza, with meat, whole wheat thin crust","1 piece, medium pizza",88,g
"Pizza, with meat, whole wheat thin crust","1 piece, large pizza",124,g
"Pizza, with meat, whole wheat thin crust","1 piece, extra-large pizza",134,g
"Pizza, with meat, whole wheat thin crust","1 personal size pizza (5-7"" diameter)",184,g
"Pizza, with meat, whole wheat thin crust","1 small pizza (8-10"" diameter)",516,g
"Pizza, with meat, whole wheat thin crust","1 medium pizza (11-12"" diameter)",707,g
"Pizza, with meat, whole wheat thin crust","1 large pizza (13-15"" diameter)",996,g
"Pizza, with meat, whole wheat thin crust","1 extra-large pizza (16-18"" diameter)",1338,g
"Pizza, with meat, whole wheat thin crust",1 surface inch,6.5,g
"Pizza, with meat, whole wheat thick crust","1 piece, NFS",139,g
"Pizza, with meat, whole wheat thick crust","1 piece, small pizza",96,g
"Pizza, with meat, whole wheat thick crust","1 piece, medium pizza",112,g
"Pizza, with meat, whole wheat thick crust","1 piece, large pizza",139,g
"Pizza, with meat, whole wheat thick crust","1 piece, extra-large pizza",147,g
"Pizza, with meat, whole wheat thick crust","1 personal size pizza (5-7"" diameter)",217,g
"Pizza, with meat, whole wheat thick crust","1 small pizza (8-10"" diameter)",573,g
"Pizza, with meat, whole wheat thick crust","1 medium pizza (11-12"" diameter)",893,g
"Pizza, with meat, whole wheat thick crust","1 large pizza (13-15"" diameter)",1117,g
"Pizza, with meat, whole wheat thick crust","1 extra-large pizza (16-18"" diameter)",1468,g
"Pizza, with meat, whole wheat thick crust",1/2 bagel,101,g
"Pizza, with meat, whole wheat thick crust",1/2 English muffin,54,g
"Pizza, with meat, whole wheat thick crust",1 French bread,174,g
"Pizza, with meat, whole wheat thick crust",1 surface inch,7.3,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 piece, NFS",133,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 piece, small pizza",89,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 piece, medium pizza",97,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 piece, large pizza",133,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 piece, extra-large pizza",133,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 personal size pizza (5-7"" diameter)",191,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 small pizza (8-10"" diameter)",536,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 medium pizza (11-12"" diameter)",775,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 large pizza (13-15"" diameter)",1066,g
"Pizza, cheese and vegetables, whole wheat thin crust","1 extra-large pizza (16-18"" diameter)",1326,g
"Pizza, cheese and vegetables, whole wheat thin crust",1 surface inch,6.9,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 piece, NFS",149,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 piece, small pizza",94,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 piece, medium pizza",104,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 piece, large pizza",149,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 piece, extra-large pizza",155,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 personal size pizza (5-7"" diameter)",240,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 small pizza (8-10"" diameter)",566,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 medium pizza (11-12"" diameter)",828,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 large pizza (13-15"" diameter)",1192,g
"Pizza, cheese and vegetables, whole wheat thick crust","1 extra-large pizza (16-18"" diameter)",1548,g
"Pizza, cheese and vegetables, whole wheat thick crust",1/2 bagel,105,g
"Pizza, cheese and vegetables, whole wheat thick crust",1/2 English muffin,57,g
"Pizza, cheese and vegetables, whole wheat thick crust",1 French bread,165,g
"Pizza, cheese and vegetables, whole wheat thick crust",1 surface inch,7.7,g
"Pizza, cheese, gluten-free thin crust","1 piece, NFS",119,g
"Pizza, cheese, gluten-free thin crust","1 piece, small pizza",80,g
"Pizza, cheese, gluten-free thin crust","1 piece, medium pizza",86,g
"Pizza, cheese, gluten-free thin crust","1 piece, large pizza",119,g
"Pizza, cheese, gluten-free thin crust","1 piece, extra-large pizza",128,g
"Pizza, cheese, gluten-free thin crust","1 personal size pizza (5-7"" diameter)",175,g
"Pizza, cheese, gluten-free thin crust","1 small pizza (8-10"" diameter)",480,g
"Pizza, cheese, gluten-free thin crust","1 medium pizza (11-12"" diameter)",691,g
"Pizza, cheese, gluten-free thin crust","1 large pizza (13-15"" diameter)",954,g
"Pizza, cheese, gluten-free thin crust","1 extra-large pizza (16-18"" diameter)",1278,g
"Pizza, cheese, gluten-free thin crust",1 surface inch,6.2,g
"Pizza, cheese, gluten-free thick crust","1 piece, NFS",132,g
"Pizza, cheese, gluten-free thick crust","1 piece, small pizza",90,g
"Pizza, cheese, gluten-free thick crust","1 piece, medium pizza",93,g
"Pizza, cheese, gluten-free thick crust","1 piece, large pizza",132,g
"Pizza, cheese, gluten-free thick crust","1 piece, extra-large pizza",139,g
"Pizza, cheese, gluten-free thick crust","1 personal size pizza (5-7"" diameter)",224,g
"Pizza, cheese, gluten-free thick crust","1 small pizza (8-10"" diameter)",542,g
"Pizza, cheese, gluten-free thick crust","1 medium pizza (11-12"" diameter)",744,g
"Pizza, cheese, gluten-free thick crust","1 large pizza (13-15"" diameter)",1060,g
"Pizza, cheese, gluten-free thick crust","1 extra-large pizza (16-18"" diameter)",1387,g
"Pizza, cheese, gluten-free thick crust",1 surface inch,6.9,g
"Pizza, with meat, gluten-free thin crust","1 piece, NFS",124,g
"Pizza, with meat, gluten-free thin crust","1 piece, small pizza",86,g
"Pizza, with meat, gluten-free thin crust","1 piece, medium pizza",88,g
"Pizza, with meat, gluten-free thin crust","1 piece, large pizza",124,g
"Pizza, with meat, gluten-free thin crust","1 piece, extra-large pizza",134,g
"Pizza, with meat, gluten-free thin crust","1 personal size pizza (5-7"" diameter)",184,g
"Pizza, with meat, gluten-free thin crust","1 small pizza (8-10"" diameter)",516,g
"Pizza, with meat, gluten-free thin crust","1 medium pizza (11-12"" diameter)",707,g
"Pizza, with meat, gluten-free thin crust","1 large pizza (13-15"" diameter)",996,g
"Pizza, with meat, gluten-free thin crust","1 extra-large pizza (16-18"" diameter)",1338,g
"Pizza, with meat, gluten-free thin crust",1 surface inch,6.5,g
"Pizza, with meat, gluten-free thick crust","1 piece, NFS",139,g
"Pizza, with meat, gluten-free thick crust","1 piece, small pizza",96,g
"Pizza, with meat, gluten-free thick crust","1 piece, medium pizza",112,g
"Pizza, with meat, gluten-free thick crust","1 piece, large pizza",139,g
"Pizza, with meat, gluten-free thick crust","1 piece, extra-large pizza",147,g
"Pizza, with meat, gluten-free thick crust","1 personal size pizza (5-7"" diameter)",217,g
"Pizza, with meat, gluten-free thick crust","1 small pizza (8-10"" diameter)",573,g
"Pizza, with meat, gluten-free thick crust","1 medium pizza (11-12"" diameter)",893,g
"Pizza, with meat, gluten-free thick crust","1 large pizza (13-15"" diameter)",1117,g
"Pizza, with meat, gluten-free thick crust","1 extra-large pizza (16-18"" diameter)",1468,g
"Pizza, with meat, gluten-free thick crust",1 surface inch,7.3,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 piece, NFS",133,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 piece, small pizza",89,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 piece, medium pizza",97,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 piece, large pizza",133,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 piece, extra-large pizza",133,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 personal size pizza (5-7"" diameter)",191,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 small pizza (8-10"" diameter)",536,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 medium pizza (11-12"" diameter)",775,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 large pizza (13-15"" diameter)",1066,g
"Pizza, cheese and vegetables, gluten-free thin crust","1 extra-large pizza (16-18"" diameter)",1326,g
"Pizza, cheese and vegetables, gluten-free thin crust",1 surface inch,6.9,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 piece, NFS",149,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 piece, small pizza",94,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 piece, medium pizza",104,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 piece, large pizza",149,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 piece, extra-large pizza",155,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 personal size pizza (5-7"" diameter)",240,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 small pizza (8-10"" diameter)",566,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 medium pizza (11-12"" diameter)",828,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 large pizza (13-15"" diameter)",1192,g
"Pizza, cheese and vegetables, gluten-free thick crust","1 extra-large pizza (16-18"" diameter)",1548,g
"Pizza, cheese and vegetables, gluten-free thick crust",1 surface inch,7.7,g
Breakfast pizza with egg,"1 piece, NFS",144,g
Breakfast pizza with egg,"1 piece, small pizza",79,g
Breakfast pizza with egg,"1 piece, medium pizza",102,g
Breakfast pizza with egg,"1 piece, large pizza",144,g
Breakfast pizza with egg,"1 piece, extra-large pizza",151,g
Breakfast pizza with egg,"1 personal size pizza (5-7"" diameter)",212,g
Breakfast pizza with egg,"1 small pizza (8-10"" diameter)",477,g
Breakfast pizza with egg,"1 medium pizza (11-12"" diameter)",818,g
Breakfast pizza with egg,"1 large pizza (13-15"" diameter)",1156,g
Breakfast pizza with egg,"1 extra-large pizza (16-18"" diameter)",1508,g
Breakfast pizza with egg,1/2 bagel,104,g
Breakfast pizza with egg,1/2 English muffin,61,g
Breakfast pizza with egg,1 French bread,165,g
Breakfast pizza with egg,1 surface inch,7.5,g
"Egg roll, meatless",1 miniature egg roll,13,g
"Egg roll, meatless",1 egg roll,64,g
"Egg roll, with shrimp",1 miniature egg roll,13,g
"Egg roll, with shrimp",1 egg roll,64,g
"Egg roll, with shrimp",1 cup,125,g
"Egg roll, with beef and/or pork",1 miniature roll,13,g
"Egg roll, with beef and/or pork",1 egg roll,64,g
"Egg roll, with beef and/or pork",1 cup,125,g
"Egg roll, with chicken or turkey",1 miniature egg roll,13,g
"Egg roll, with chicken or turkey",1 egg roll,64,g
"Egg roll, with chicken or turkey",1 cup,125,g
"Roll with meat and/or shrimp, vegetables and rice paper, not fried","1 roll (4-1/4"" x 1-1/2"" dia)",71,g
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",1 cup,83,g
"Wonton, fried, filled with meat, poultry, or seafood,","1 wonton, any size",19,g
"Wonton, fried, filled with meat, poultry, or seafood,",1 pot sticker,30,g
"Wonton, fried, filled with meat, poultry, or seafood,",1 cup,67,g
"Wonton, fried, meatless","1 wonton, any size",19,g
"Wonton, fried, meatless",1 pot sticker,30,g
"Wonton, fried, meatless",1 cup,67,g
"Wonton, fried, filled with meat, poultry, or seafood, and vegetable","1 wonton, any size",19,g
"Wonton, fried, filled with meat, poultry, or seafood, and vegetable",1 pot sticker,30,g
"Wonton, fried, filled with meat, poultry, or seafood, and vegetable",1 cup,67,g
"Puffs, fried, crab meat and cream cheese filled",1 puff,23,g
"Puffs, fried, crab meat and cream cheese filled",1 order,92,g
"Puffs, fried, crab meat and cream cheese filled",1 cup,77,g
"Dumpling, steamed, filled with meat, poultry, or seafood",1 small,21,g
"Dumpling, steamed, filled with meat, poultry, or seafood",1 medium,37,g
"Dumpling, steamed, filled with meat, poultry, or seafood",1 large,60,g
"Tamale casserole, Puerto Rican style",1 cup,237,g
"Tamal in a leaf, Puerto Rican style","1 tamal (6"" x 2"" x 1/2"")",41,g
"Taco with crab meat, Puerto Rican style","1 taco (4-1/2"" dia)",121,g
"Meat turnover, Puerto Rican style",1 turnover,28,g
"Empanada, Mexican turnover, filled with cheese and vegetables",1 small/appetizer,81,g
"Empanada, Mexican turnover, filled with cheese and vegetables",1 empanada,222,g
"Empanada, Mexican turnover, filled with meat and vegetables",1 small/appetizer,81,g
"Empanada, Mexican turnover, filled with meat and vegetables",1 empanada,222,g
"Empanada, Mexican turnover, filled with chicken and vegetables",1 small/appetizer,81,g
"Empanada, Mexican turnover, filled with chicken and vegetables",1 empanada,222,g
"Meat pie, Puerto Rican style","1 pie (9"" dia)",1110,g
"Meat pie, Puerto Rican style",1 piece (1/8 of pie),139,g
"Cheese turnover, Puerto Rican style",1 turnover,21,g
"Cornmeal fritter, Puerto Rican style","1 fritter (2-1/2"" x 2-1/2"" x 1/4"")",40,g
"Cornmeal stick, Puerto Rican style","1 stick (3"" x 3/4"")",20,g
"Kibby, Puerto Rican style","1 fritter (3"" x 3"" x 1/2"")",55,g
"Codfish fritter, Puerto Rican style","1 fritter (3-1/2"" x 3-1/2"")",34,g
"Hayacas, Puerto Rican style","1 hallaca (5-3/4"" x 2-1/2"" x 1/2"")",95,g
"Cornmeal coconut dessert, Puerto Rican style",1 cup,260,g
"Crepe, filled with meat, poultry, or seafood, with sauce","1 crepe with filling, any size",155,g
"Crepe, filled with meat, poultry, or seafood, with sauce",1 surface inch,3.1,g
"Crepe, filled with meat, poultry, or seafood, no sauce","1 crepe with filling, any size",125,g
"Crepe, filled with meat, poultry, or seafood, no sauce",1 surface inch,2.5,g
"Dumpling, meat-filled","1 dumpling, any size",97,g
"Dumpling, meat-filled","1 pierogi, any size",46,g
"Dumpling, potato- or cheese-filled","1 dumpling, any size",57,g
"Dumpling, potato- or cheese-filled","1 pierogi, any size",38,g
"Dumpling, vegetable","1 dumpling, any size",97,g
"Dumpling, vegetable","1 pierogi, any size",46,g
"Gnocchi, cheese",1 cup,70,g
"Gnocchi, potato",1 cup,188,g
"Gnocchi, potato",1 piece,26,g
"Kishke, stuffed derma","1 cubic inch, cooked",18,g
"Knish, potato",1 knish,61,g
"Knish, cheese",1 knish,60,g
"Knish, meat",1 knish,50,g
"Sweet bread dough, filled with meat, steamed",1 manapua,93,g
"Sweet bread dough, filled with bean paste, meatless, steamed",1 manapua,103,g
"Pastry, cheese-filled",1 pastry,28,g
"Pastry, egg and cheese filled",1 kolache,142,g
"Pastry, meat / poultry-filled",1 kolache,85,g
Spanakopitta,1 cubic inch,12,g
Spanakopitta,1 cup,162,g
